,gmap_id,name,address,latitude,longitude,num_of_reviews,avg_rating,cluster,city,Ciudad,cluster_categories,positive_sentiment,negative_sentiment
641,0x80c3272c771df9c1:0xebea28dfb2adbe9f,Cafe Cola,"Cafe Cola, 529 S Glendora Ave, Glendora, CA 91741",34.1296144,-117.8660641,38,4.8,3,Glendora,Glendora,Restaurant,5,0
642,0x80c32e788c926397:0xbfb871f874e6f534,El 7 Mares Restaurant,"El 7 Mares Restaurant, 1542 W Holt Ave, Pomona, CA 91768",34.0614543,-117.775897,38,4.1,3,Pomona,Pomona,Restaurant,3,0
643,0x80c2964318cc8e0b:0x3af7298530430317,LAVC Cafeteria,"LAVC Cafeteria, 5800 Fulton Ave, Valley Glen, CA 91401",34.176521,-118.4199847,18,4.5,3,Van Nuys,Van Nuys,Restaurant,2,2
644,0x80c2997500071297:0x79ed59800aac1907,ABC Express Chinese,"ABC Express Chinese, 6120 Reseda Blvd, Tarzana, CA 91356",34.1812477,-118.5357275,44,2.7,11,Encino,Reseda,Asian restaurant,2,3
645,0x80c2bb60d9c99f61:0x3e6b2faef33293c,Café Brio Pizza & Deli,"Café Brio Pizza & Deli, 11645, 1st Floor, Wilshire Blvd, Los Angeles, CA 90025",34.050118,-118.460324,18,4.3,10,Santa Monica,Los Angeles,Pizza restaurant,6,1
646,0x80c2c747dfc3ffff:0xdab66189d57f64ca,Bacari Silver Lake,"Bacari Silver Lake, 3626 Sunset Blvd, Los Angeles, CA 90026",34.090119699999995,-118.2775804,26,4.4,3,Silver Lake,Los Angeles,Restaurant,4,1
647,0x80c327cf71a16d59:0xcf30d01efdee8192,Gogo Poke,"Gogo Poke, 920 E Alosta Ave, Azusa, CA 91702",34.128102,-117.8887541,18,4.0,3,Azusa,Azusa,Restaurant,7,2
648,0x80c2c0dbb11fc56b:0xe5398bf68b2fe2dd,Ozu East Kitchen,"Ozu East Kitchen, 3224 Glendale Blvd, Los Angeles, CA 90039",34.1180163,-118.2604364,13,4.2,33,Glendale,Los Angeles,Asian restaurant Ramen,3,3
649,0x80c29c47efb9c99f:0x46dd993806541d70,Casa De Papi Mexican Grill,"Casa De Papi Mexican Grill, 22330 Sherman Way C5, Canoga Park, CA 91303",34.2005602,-118.6136606,108,4.8,4,Canoga Park,Canoga Park,Mexican restaurant,19,0
650,0x80c2bb193e04ff2b:0x60a8345f91309a54,Umberto Di Roma,"Umberto Di Roma, 3905 Sepulveda Blvd, Culver City, CA 90230",34.0108396,-118.4158967,28,4.1,15,Culver City,Culver City,Italian restaurant,8,1
651,0x80c2cfc937a38319:0x5d2067f716ca2816,Nuevo Amanecer,"Nuevo Amanecer, 2551 W Beverly Blvd, Montebello, CA 90640",34.020584,-118.130452,34,4.5,23,Montebello,Montebello,Seafood restaurant,3,0
652,0x80c2d3e07f80fc97:0xef4bbb6a851ac648,Xcellent Nutrition Meal Prep,"Xcellent Nutrition Meal Prep, 12200 Civic Center Dr D, Norwalk, CA 90650",33.9138626,-118.072167,104,4.8,27,Norwalk,Norwalk,Health food restaurant,10,0
653,0x80c2c8a5e9e0b235:0xb8e8d1824062b7cd,Sabor De Mi Tierra,"Sabor De Mi Tierra, 1260 S Soto St #4, Los Angeles, CA 90023",34.0270917,-118.2190148,25,4.0,24,Boyle Heights,Los Angeles,Restaurant supply store,1,1
654,0x80c2bebdaa854323:0x65752ed246b40d95,Poquito Mas,"Poquito Mas, 8555 Sunset Blvd, West Hollywood, CA 90069",34.093517299999995,-118.3782662,18,4.0,4,West Hollywood,West Hollywood,Mexican restaurant,3,1
655,0x80c29129485156ff:0x61741f5ff93119b9,Cha-Chaa Restaurant,"Cha-Chaa Restaurant, 10757 Glenoaks Blvd, Pacoima, CA 91331",34.264712,-118.402374,134,4.6,11,San Fernando,Pacoima,Asian restaurant,19,2
656,0x80c2cfb5c8d53015:0x582539b1d44e5904,Subway,"Subway, 6201 Whittier Blvd Suite # 5, East Los Angeles, CA 90022",34.0166302,-118.1373207,27,4.1,9,Montebello,Los Angeles,Sandwich shop,2,0
657,0x80dd341cd6008993:0x387d002f63bd63a6,Taqueria Los Primos #2,"Taqueria Los Primos #2, 1910 W Pacific Coast Hwy, Long Beach, CA 90810",33.7896112,-118.2178224,38,4.5,4,Long Beach,Long Beach,Mexican restaurant,5,1
658,0x80dd304bb43ca2f7:0x9e38f711f2e4a30e,zpizza,"zpizza, 4612 2nd St, Long Beach, CA 90803",33.7617947,-118.1388184,58,4.4,10,Seal Beach,Long Beach,Pizza restaurant,10,0
659,0x80dd31611edd6975:0x91ee8f60b96353ed,Eat Fantastic - Long Beach,"Eat Fantastic - Long Beach, 6332 Pacific Coast Hwy, Long Beach, CA 90803",33.7595786,-118.1145345,17,4.5,3,Seal Beach,Long Beach,Restaurant,2,0
660,0x80c2b94cbd5edf2f:0xa486a6684af94202,Halal Bismillah Indian Restaurant,"Halal Bismillah Indian Restaurant, 7013 Melrose Ave A, Los Angeles, CA 90038",34.0835565,-118.3432718,35,4.2,32,West Hollywood,Los Angeles,Indian restaurant,8,0
661,0x80c2db2a90b9d25b:0xd8c6f9e33e56b7cd,Tasty Ocean,"Tasty Ocean, 710 W Las Tunas Dr, San Gabriel, CA 91776",34.1017985,-118.110391,18,4.1,5,San Gabriel,San Gabriel,Sushi Restaurant,5,2
662,0x80c2bf2975d86b07:0x3df5e14f7606a2c6,BEST FCKN PIZZA HOLLYWOOD,"BEST FCKN PIZZA HOLLYWOOD, 5907 Hollywood Blvd, Los Angeles, CA 90028",34.101906,-118.3183243,38,4.0,2,Hollywood,Los Angeles,Pizza restaurant,4,1
663,0x80c2bf85a38c5435:0xb86f855f54cd2180,Salaya Plant-Based Kitchen,"Salaya Plant-Based Kitchen, 5185 Hollywood Blvd, Los Angeles, CA 90027",34.1021189,-118.3032177,36,4.8,12,Hollywood,Los Angeles,Thai restaurant,5,0
664,0x80c2955aafdee6f3:0xdccc5a7ec43a4279,Teriyaki Tokyo,"Teriyaki Tokyo, 201 E Magnolia Blvd, Burbank, CA 91502",34.183453,-118.3118405,28,3.7,29,Burbank,Burbank,Japanese restaurant,4,2
665,0x80dd31ef6bb499a1:0xe6c8788e1cd2b617,Subway,"Subway, 5503 E Stearns St, Long Beach, CA 90815",33.7964743,-118.1244606,26,4.0,9,Lakewood,Long Beach,Sandwich shop,3,1
666,0x80c2b522f1b97b1b:0xa34414550d9df751,Birrieria GMZ,"Birrieria GMZ, 13439 Crenshaw Blvd, Hawthorne, CA 90250",33.9096699,-118.3268314,25,4.4,1,Hawthorne,Hawthorne,Fast food restaurant,2,0
667,0x80c29b8db716a3eb:0x271b0a904de1f9bc,California Fish Grill,"California Fish Grill, 19525 Nordhoff St Suite 40, Northridge, CA 91324",34.2359886,-118.5587997,37,4.5,23,Northridge,Northridge,Seafood restaurant,14,1
668,0x80c2d3f135f6c18d:0x665f5d545cf819f4,"Alondra's Hot Wings, Pizza, Pasta","Alondra's Hot Wings, Pizza, Pasta, 13205 Whittier Blvd, Whittier, CA 90602",33.9646393,-118.0348472,67,3.9,28,Whittier,Whittier,Chicken wings restaurant,8,5
669,0x80c2d7a8a5dc5d05:0x4acf8a4e14f4e4c9,Candilejas Authentic Cuisine,"Candilejas Authentic Cuisine, 1630 Puente Ave, Baldwin Park, CA 91706",34.0644529,-117.9667439,36,4.7,3,West Puente Valley,Baldwin Park,Restaurant,6,1
670,0x80c2d7a6220c787f:0xade4e848fb12e666,Pho Hai Noodle & Grill,"Pho Hai Noodle & Grill, 1638 Puente Ave, Baldwin Park, CA 91706",34.0646152,-117.9666147,44,4.4,13,West Puente Valley,Baldwin Park,Vietnamese restaurant,4,0
671,0x80c2b87e18715a9d:0x14f94b833b62aa7c,Cafe Latte,"Cafe Latte, 3130 W Olympic Blvd #100, Los Angeles, CA 90006",34.0522821,-118.3040101,35,3.8,3,Koreatown,Los Angeles,Restaurant,4,1
672,0x80c2c7db4d12df69:0x8546694147d9eac6,K Chicken Haus,"K Chicken Haus, 3525 W 3rd St #2, Los Angeles, CA 90020",34.0692902,-118.2923836,16,4.3,3,Koreatown,Los Angeles,Restaurant,5,1
673,0x80c32dc30193d6f7:0x805aa26dcf76f789,Seafood and Crawfish,"Seafood and Crawfish, 2063 Rancho Valley Dr #340, Pomona, CA 91766",34.0334513,-117.7585469,46,3.9,16,Pomona,Pomona,Cajun restaurant,5,4
674,0x80c2d30dca890d63:0x201f7318f175f0b0,Uproot Vegan Cafe,"Uproot Vegan Cafe, 12201 Firestone Blvd, Norwalk, CA 90650",33.9081193,-118.0723499,17,5.0,27,Norwalk,Norwalk,Health food restaurant,5,0
675,0x80c2c1c61b1cd6fd:0xf900bcef1196f8f6,Sogo Roll Bar,"Sogo Roll Bar, 4634 Hollywood Blvd, Los Angeles, CA 90027",34.0999668,-118.2902868,16,4.2,3,Silver Lake,Los Angeles,Restaurant,4,0
676,0x80c2c76f20e57b33:0xd24c55f3dc68a631,Tacos el chivo,"Tacos el chivo, 1238 E Olympic Blvd, Los Angeles, CA 90021",34.0324333,-118.2451556,38,4.7,3,Los Angeles,Los Angeles,Restaurant,3,0
677,0x80c2c7b53bd50c57:0x55e435370af5a78f,Salt N’ Peppa,"Salt N’ Peppa, 632 S Hill St, Los Angeles, CA 90014",34.0465979,-118.2535874,38,4.6,3,Los Angeles,Los Angeles,Restaurant,3,0
678,0x80c2cd472729a515:0xa55aea63dad19737,Birrieria Guadalajara,"Birrieria Guadalajara, 11919 Garfield Ave, South Gate, CA 90280",33.9182281,-118.1692003,38,4.2,4,Paramount,South Gate,Mexican restaurant,6,0
679,0x80c2cd9c72dfdc1d:0xddee2b0069a9a9a7,Bachi Yaki,"Bachi Yaki, 13838 Paramount Blvd, Paramount, CA 90723",33.9096794,-118.1598968,37,4.3,3,Paramount,Paramount,Restaurant,1,3
680,0x80c29cc6e2dde231:0xb1d87ef3ab15ba71,Carnitas Michoacan,"Carnitas Michoacan, 9849 Topanga Canyon Blvd, Chatsworth, CA 91311",34.2494486,-118.6066511,158,4.3,4,Chatsworth,Chatsworth,Mexican restaurant,22,5
681,0x80c2c6493e0f5ee9:0x847dd76ea11422dd,Liliya China Bistro,"Liliya China Bistro, 108 W 2nd St #102, Los Angeles, CA 90012",34.0512249,-118.2450527,47,4.3,6,Los Angeles,Los Angeles,Chinese restaurant,5,1
682,0x80c2d16cadc1082b:0xd32b833cd4e1a4e0,Krudos Sushi & Modern Kitchen,"Krudos Sushi & Modern Kitchen, 1725 Durfee Ave, South El Monte, CA 91733",34.043207599999995,-118.0333912,38,4.6,3,South El Monte,South El Monte,Restaurant,8,3
683,0x80c2b9d953d2c77d:0x1e600d265cfe025b,Momo Sushi,"Momo Sushi, 8500 W Olympic Blvd suite e, Los Angeles, CA 90035",34.0591073,-118.3765981,28,4.8,3,Beverly Hills,Los Angeles,Restaurant,3,2
684,0x80c2c8f25433ffff:0xbb712f238cbc754a,Reyna's Restaurant y pupuseria,"Reyna's Restaurant y pupuseria, 1682 E Vernon Ave, Los Angeles, CA 90011",34.0054266,-118.291434,28,4.1,24,Koreatown,Los Angeles,Restaurant supply store,1,1
685,0x80c296292f794601:0x9cb1d83a28e78abf,Donny's Breakfast Spot,"Donny's Breakfast Spot, 13701 Ventura Blvd, Sherman Oaks, CA 91423",34.1482541,-118.4314431,38,4.8,21,Sherman Oaks,Sherman Oaks,Breakfast restaurant,5,0
686,0x80c2ccf98b29beb9:0xa39c06660bd6e993,Las Enchiladas Restaurant,"Las Enchiladas Restaurant, 12019 Garfield Ave, South Gate, CA 90280",33.9173917,-118.1693085,36,4.1,24,Paramount,South Gate,Restaurant supply store,6,0
687,0x80c2d2720e2bb1c1:0x72a4e58f5b6a37bd,Mi Patria Restaurant,"Mi Patria Restaurant, 9425 Telegraph Rd, Pico Rivera, CA 90660",33.9560152,-118.1019383,176,4.1,24,Santa Fe Springs,Pico Rivera,Restaurant supply store,13,3
688,0x80c2b3694b6f67e7:0x7e6a2a3bb2750638,El Tarasco,"El Tarasco, 337 Pier Ave, Hermosa Beach, CA 90254",33.8643736,-118.3976867,58,4.4,3,Hermosa Beach,Hermosa Beach,Restaurant,8,2
689,0x80c2952df9ace96f:0xb36678578505826a,Hilltop Restaurant and Bar,"Hilltop Restaurant and Bar, 1500 E Walnut Ave, Burbank, CA 91501",34.206635299999995,-118.3046603,35,3.8,3,Burbank,Burbank,Restaurant,6,2
690,0x80c2cf1b694f2d65:0x21672c6d919c2404,Churro Lady,"Churro Lady, 918 S Lorena St, Los Angeles, CA 90023",34.0273488,-118.2011756,18,4.2,3,Boyle Heights,Los Angeles,Restaurant,1,0
691,0x80c2d7ec17755a4d:0xa4e329520a650fa6,Sushi Fire,"Sushi Fire, 1905 Badillo St, West Covina, CA 91790",34.0875851,-117.9441446,88,4.6,17,Baldwin Park,West Covina,Sushi Restaurant,16,1
692,0x80c2b94f270a662b:0x3237c4ae7b2c7106,Scratch|Bar,"Scratch|Bar, 111 N La Cienega Blvd, Beverly Hills, CA 90211",34.0679332,-118.3765908,15,4.2,25,Beverly Hills,Beverly Hills,Mediterranean restaurant,1,1
693,0x80c2c55067f59ef3:0x102b5101d74eeda3,Dean Sin World,"Dean Sin World, 306 N Garfield Ave, Monterey Park, CA 91754",34.0653328,-118.1225288,18,4.1,24,Monterey Park,Monterey Park,Restaurant supply store,4,0
694,0x80c2c766eaab7e5b:0xfdd724a3cd00c314,San Miguel Restaurant,"San Miguel Restaurant, 101 1/2 S Vermont Ave #2, Los Angeles, CA 90004",34.0724667,-118.2922222,35,4.2,24,Koreatown,Los Angeles,Restaurant supply store,1,1
695,0x80c297042b68c55b:0xa9c1d8310c9cb18b,Pao's Pastries & Cafe,"Pao's Pastries & Cafe, 14499 Friar St, Van Nuys, CA 91401",34.1857826,-118.4483256,78,4.5,3,Van Nuys,Van Nuys,Restaurant,13,0
696,0x80c29035e8eaaaab:0xda92a1db043e9f2a,The Buffalo Spot,"The Buffalo Spot, 1230 San Fernando Rd ste.a, San Fernando, CA 91340",34.2844848,-118.4442108,58,3.7,28,San Fernando,San Fernando,Chicken wings restaurant,4,2
697,0x80c2bc8894233d21:0x88005a5f88d0e898,Carl's Jr.,"Carl's Jr., 308 Westwood Plaza, Los Angeles, CA 90095",34.0703779,-118.4442056,58,3.5,7,Beverly Hills,Los Angeles,Hamburger restaurant,10,1
698,0x80c2d19a98db2c2b:0x5bc36f9fc000479c,Kung Pao Fresh - Fast Fresh Chinese Food,"Kung Pao Fresh - Fast Fresh Chinese Food, 9430 Whittier Blvd, Pico Rivera, CA 90660",33.998007,-118.076726,53,4.2,6,West Whittier-Los Nietos,Pico Rivera,Chinese restaurant,3,1
699,0x80c2d1fa47b9cdb5:0x44221ed377d75de4,The Patio Express: Fresh Peruvian Food,"The Patio Express: Fresh Peruvian Food, 8535 Washington Blvd suite j, Pico Rivera, CA 90660",33.986457,-118.102654,38,4.5,24,Pico Rivera,Pico Rivera,Restaurant supply store,4,1
700,0x80c2ce1e690d084f:0x9d845f77e913b284,Jim's Burgers & Mexican Food,"Jim's Burgers & Mexican Food, 524 Washington Blvd, Montebello, CA 90640",33.9933333,-118.1144444,25,4.6,3,Montebello,Montebello,Restaurant,2,0
701,0x80c2c72cba7d0445:0xb71760939b002b00,Jorge's Mexican restaurant,"Jorge's Mexican restaurant, 1201 S Los Angeles St #8, Los Angeles, CA 90015",34.0366403,-118.2587894,18,4.3,3,Los Angeles,Los Angeles,Restaurant,3,1
702,0x80c2cc986a3e98e9:0x3cd57a9ba53c660b,Taqueria Lolita,"Taqueria Lolita, 4253 E Compton Blvd, Compton, CA 90221",33.896360099999995,-118.1959378,38,4.6,4,East Rancho Dominguez,Compton,Mexican restaurant,1,0
703,0x80dd2d11f964adcb:0xb8ae591c7be4559a,Seoul Soondae,"Seoul Soondae, 1 2 90701, 11750 Artesia Blvd, Artesia, CA 90701",33.8722328,-118.0832298,74,3.9,0,Artesia,Artesia,Korean restaurant,2,1
704,0x80c29c1ecb0293e9:0x867cef28848ca397,TOGO'S Sandwiches-CLOSED,"TOGO'S Sandwiches-CLOSED, 21506 Victory Blvd, Woodland Hills, CA 91367",34.187764,-118.599309,47,4.0,9,Canoga Park,Woodland Hills,Sandwich shop,12,1
705,0x80c2c3e09ad6db6f:0x9d08ee15609e862c,Malbec Argentinean Cuisine,"Malbec Argentinean Cuisine, 1632 Colorado Blvd, Eagle Rock, CA 90041",34.1392463,-118.2021893,118,4.7,19,Glendale,Los Angeles,Latin American restaurant,26,3
706,0x80c29c921b705b01:0xdd8b3161da2510f4,Mr Pizza & Kabob,"Mr Pizza & Kabob, 21406 Nordhoff St, Chatsworth, CA 91311",34.235059,-118.597936,67,4.4,10,Chatsworth,Chatsworth,Pizza restaurant,13,5
707,0x80c2bc8470747893:0x47d7f9fd19acc6ef,Sepi's,"Sepi's, 10968 Le Conte Ave, Los Angeles, CA 90024",34.0635146,-118.4476482,88,4.7,9,Beverly Hills,Los Angeles,Sandwich shop,19,3
708,0x80c2c5a83baffcef:0x1fa6227a21423028,Musubi Hawaiian BBQ,"Musubi Hawaiian BBQ, 2120 Fremont Ave, Alhambra, CA 91803",34.068522699999995,-118.149618,14,4.1,24,Monterey Park,Alhambra,Restaurant supply store,1,1
709,0x80c2966fde4182d3:0x7c30ebedae7c3cf1,Jonah's Kabob,"Jonah's Kabob, 12461 Oxnard St, Valley Glen, CA 91606",34.1797927,-118.4048925,464,4.7,3,North Hollywood,North Hollywood,Restaurant,7,0
710,0x80c2c0fe6f6c6a7d:0xab7f3d8900c017da,Greenleaf Gourmet Chopshop,"Greenleaf Gourmet Chopshop, 252 S Brand Blvd b, Glendale, CA 91204",34.1429972,-118.2546915,18,4.7,27,Glendale,Glendale,Health food restaurant,7,0
711,0x80c2c7132913aa0b:0xadd4d6384a8b74cf,MOA Kitchen,"MOA Kitchen, 611 W 7th St, Los Angeles, CA 90017",34.0477206,-118.2569107,38,4.6,11,Los Angeles,Los Angeles,Asian restaurant,3,2
712,0x80c2dbc273cd0d0f:0xde915e72d0758d67,Young Dong Garden,"Young Dong Garden, 19 Huntington Dr, Arcadia, CA 91007",34.1402778,-118.0325,18,3.7,3,Arcadia,Arcadia,Restaurant,4,1
713,0x80c2cfb54c95e18d:0xbdd7baa2fbaa1347,Marisco & Tacos,"Marisco & Tacos, 6299 E Olympic Blvd #6279, East Los Angeles, CA 90022",34.012617,-118.136703,25,4.7,4,Montebello,Los Angeles,Mexican restaurant,1,1
714,0x80c2bd0e0f7ecd35:0x2c249e132edbeb4f,LA LA Sushi,"LA LA Sushi, 12415 Ventura Blvd, Studio City, CA 91604",34.1430684,-118.4035951,38,4.5,11,Studio City,Studio City,Asian restaurant,5,1
715,0x80c29addd731e275:0xf00556b28ef9ffa2,KFC,"KFC, 18145 Chatsworth St, Granada Hills, CA 91344",34.2648092,-118.5268936,26,3.2,28,Northridge,Granada Hills,Chicken wings restaurant,4,0
716,0x80c2d3e3e97fe28f:0xa24694a05e6d6128,The Buffalo Spot,"The Buffalo Spot, 12303 Imperial Hwy, Norwalk, CA 90660",33.9174009,-118.0702692,45,3.4,28,Norwalk,Norwalk,Chicken wings restaurant,3,6
717,0x80c2946c668de127:0x9f1660b2d26cdf64,Carnitas Michoacanas,"Carnitas Michoacanas, 8729 Sunland Blvd, Sun Valley, CA 91352",34.2282358,-118.3666856,38,4.2,4,North Hollywood,Sun Valley,Mexican restaurant,5,1
718,0x80c29c1f2ac92467:0x3dbd99683915a33c,Zen Buffet,"Zen Buffet, 21610 Victory Blvd, Woodland Hills, CA 91367",34.18726,-118.601251,35,3.8,3,Canoga Park,Woodland Hills,Restaurant,3,4
719,0x80c29ebd9d492675:0x33513e7dbb33f86a,Crab 'N Grab,"Crab 'N Grab, 21801 Ventura Blvd, Woodland Hills, CA 91364",34.1695683,-118.6023514,28,4.0,16,Woodland Hills,Woodland Hills,Cajun restaurant,4,0
720,0x80c2b8d6672763f3:0x14723c716da68e22,Ca’Brea,"Ca’Brea, 3900 Wilshire Blvd, Los Angeles, CA 90010",34.0615394,-118.3114105,48,4.0,15,Koreatown,Los Angeles,Italian restaurant,8,1
721,0x80c2ca2573aa8e45:0x77944a65ffa91e5b,China Wok Express,"China Wok Express, 425 Imperial Hwy, Los Angeles, CA 90061",33.9312966,-118.2656319,56,4.5,6,Willowbrook,Los Angeles,Chinese restaurant,10,2
722,0x80c29628eeb8386f:0x2c3ea87aa24fcbb9,Hyakumi Noodle Station,"Hyakumi Noodle Station, 13608 Ventura Blvd, Sherman Oaks, CA 91423",34.1475994,-118.4299363,48,4.6,5,Sherman Oaks,Sherman Oaks,Sushi Restaurant,12,3
723,0x80c29908d3ca935d:0x7fc6dc3a9a45b685,Ramen by Omae,"Ramen by Omae, 14425 Ventura Blvd, Sherman Oaks, CA 91423",34.1510642,-118.4471507,28,4.1,29,Sherman Oaks,Sherman Oaks,Japanese restaurant,7,2
724,0x80c32df5e788466f:0xc9e3063be6c7496,LuDingJi Noodles Shangri-La Kitchen (Diamond Bar),"LuDingJi Noodles Shangri-La Kitchen (Diamond Bar), 1155 S Diamond Bar Blvd unit l, Diamond Bar, CA 91765",34.002549,-117.811358,18,4.4,6,Diamond Bar,Diamond Bar,Chinese restaurant,1,2
725,0x80dd2de8642f5a89:0xc66cc7fa07b89d9c,McDonald's,"McDonald's, 7250 Carson Blvd, Long Beach, CA 90808",33.829313,-118.0906595,26,3.6,9,Artesia,Long Beach,Sandwich shop,2,2
726,0x80c2cfc82a8f9e49:0x81f0bdcb05c474d5,Restaurant Boca Del Rio,"Restaurant Boca Del Rio, 3706 1/2 Whittier Blvd, Los Angeles, CA 90023",34.024316899999995,-118.1935472,78,4.7,3,Boyle Heights,Los Angeles,Restaurant,2,0
727,0x80c2b8fe77b355e1:0x39fe464f5a38716d,Canton Chef Express,"Canton Chef Express, 4934 W Pico Blvd, Los Angeles, CA 90019",34.0475748,-118.3441789,48,3.9,11,Koreatown,Los Angeles,Asian restaurant,7,4
728,0x80c2bb094c236a1b:0x398cf6a7acc8fe44,Ciccero's,"Ciccero's, 11651 W Pico Blvd Unit D, Los Angeles, CA 90064",34.032139,-118.445528,73,4.3,10,Venice,Los Angeles,Pizza restaurant,9,1
729,0x80c29bd3aeaeff83:0xe18cc5bee082237d,La Parrilla Fresh,"La Parrilla Fresh, 7455 Reseda Blvd, Reseda, CA 91335",34.2062856,-118.5362308,58,4.1,4,Northridge,Reseda,Mexican restaurant,4,1
730,0x80c32899a2ee19c7:0x6843e914685963fe,San Sai Japanese Grill,"San Sai Japanese Grill, 1365 E Gladstone St #300, Glendora, CA 91740",34.116356,-117.8359289,14,4.1,5,San Dimas,Glendora,Sushi Restaurant,2,3
731,0x80c2bb69b2f7615b:0x1cedee71a06cfcf8,Pili's Tacos,"Pili's Tacos, 11924 CA-2, Los Angeles, CA 90025",34.0414052,-118.4608673,48,4.2,19,Santa Monica,Los Angeles,Latin American restaurant,5,0
732,0x80c2c78476449a47:0xc2c0859f53b696b7,Subway,"Subway, 1101 S Vermont Ave #112, Los Angeles, CA 90006",34.0502554,-118.2919465,76,3.9,9,Koreatown,Los Angeles,Sandwich shop,3,4
733,0x80c295506acd2b95:0x846f2793175a6acb,Picanha Churrascaria,"Picanha Churrascaria, 269 Palm Ave, Burbank, CA 91502",34.1833561,-118.3098442,25,3.6,24,Burbank,Burbank,Restaurant supply store,1,0
734,0x80c2c863b9f12661:0xbaea2c78d0cdac6d,Trujillo Family Restaurants,"Trujillo Family Restaurants, 4052 S Central Ave, Los Angeles, CA 90011",34.0099782,-118.2563875,55,4.4,14,Huntington Park,Los Angeles,Family restaurant,6,1
735,0x80c2cf55d4e5bd67:0x5dda03a43bd6a1fc,Birrieria Nochistlan,"Birrieria Nochistlan, 3200 East 4th St, Los Angeles, CA 90063",34.035277,-118.2002591,95,4.7,4,Boyle Heights,Los Angeles,Mexican restaurant,7,2
736,0x80c2b77046240dd9:0xacf526136e6d3fa5,Chase Windy City BBQ Restaurant,"Chase Windy City BBQ Restaurant, 1502 W Manchester Ave, Los Angeles, CA 90047",33.9597102,-118.3027144,24,4.5,18,Westmont,Los Angeles,Barbecue restaurant,6,1
737,0x80c2cc1fcc5d835b:0xf44118e80a4bb6ce,El Quiubole,"El Quiubole, 8311 Atlantic Ave, Cudahy, CA 90201",33.9585869,-118.1851884,138,4.5,4,Cudahy,Bell Gardens,Mexican restaurant,7,4
738,0x80c2b79111f73355:0x5ad376d05efcd687,Tacos el Picosito,"WJPX+72 Tacos el Picosito, Lennox, CA 90304",33.9356875,-118.3524375,18,4.7,26,Lennox,Inglewood,Mexican restaurant,1,0
739,0x80c2b4d2f942c301:0xdb984d6fd595f0de,Ocean Market Grill,"Ocean Market Grill, 21209 Hawthorne Blvd, Torrance, CA 90503",33.8372864,-118.3554095,27,4.4,23,Torrance,Torrance,Seafood restaurant,4,4
740,0x80c2b95a8ca2c6bd:0x571829eed04d293a,Juice Crafters - Beverly Hills | Juice Bar,"Juice Crafters - Beverly Hills | Juice Bar, 293 S Robertson Blvd, Beverly Hills, CA 90211",34.0624404,-118.3836929,55,4.3,21,Beverly Hills,Beverly Hills,Breakfast restaurant,7,1
741,0x80dd4bc06f43914d:0x10dbe582ae5b1baa,Tantawan Thai Cuisine,"Tantawan Thai Cuisine, 871 Silver Spur Rd, Rolling Hills Estates, CA 90274",33.7695814,-118.3675306,28,4.2,12,Rancho Palos Verdes,Palos Verdes Peninsula,Thai restaurant,7,1
742,0x80c2bf655c44464b:0x6b3d7551c156a9b7,Dumpling Monster,"Dumpling Monster, 7318 Santa Monica Blvd Suite 60, West Hollywood, CA 90046",34.0901895,-118.3497247,85,4.2,24,West Hollywood,Los Angeles,Restaurant supply store,10,9
743,0x80c2d76154b9626d:0x57398ef438bfe62a,Pho oh! Ngon,"Pho oh! Ngon, 1831 N Hacienda Blvd, La Puente, CA 91744",34.0523573,-117.9441801,55,4.5,13,Valinda,La Puente,Vietnamese restaurant,10,2
744,0x80c2ba29b76670a9:0xfc56905eaa22d38d,OOAK Kitchen,"OOAK Kitchen, 9540 Washington Blvd, Culver City, CA 90232",34.0231336,-118.3946549,18,3.7,3,Culver City,Culver City,Restaurant,1,1
745,0x80c328c9fe5d4443:0x161cc9aa563d8871,Mediterranean Bakery & Deli,"Mediterranean Bakery & Deli, 1451 W Arrow Hwy, San Dimas, CA 91773",34.1074943,-117.8372902,48,4.5,25,San Dimas,San Dimas,Mediterranean restaurant,10,2
746,0x80c2cdeac064c043:0xae680a48f1346e2b,Wut-A-Pickle,"Wut-A-Pickle, 6727 Long Beach Blvd, Long Beach, CA 90805",33.8764859,-118.2037406,27,4.8,3,East Rancho Dominguez,Long Beach,Restaurant,5,1
747,0x80c2c71a1b3bd8a1:0x2e6d97cbabeb292e,Yami Yaki,"Yami Yaki, 1107 N Alvarado St, Los Angeles, CA 90026",34.0779354,-118.2635647,87,4.7,11,Echo Park,Los Angeles,Asian restaurant,11,1
748,0x80c2dbdd6d142923:0x4af055d5500a82a4,Rolling Burger Barns,"Rolling Burger Barns, 18 N 1st Ave, Arcadia, CA 91006",34.140699,-118.02816,26,3.8,24,Arcadia,Arcadia,Restaurant supply store,10,1
749,0x80c2b5be9d23965d:0x8627d5fda8cda8c9,Halal Indian Cuisine,"Halal Indian Cuisine, 14617 South, Crenshaw Blvd, Gardena, CA 90249",33.8987817,-118.3269947,64,4.0,10,Gardena,Gardena,Pizza restaurant,7,3
750,0x80c2cd2cbd54ce71:0xe9091f03f6e65d4b,Nguyen's Kitchen,"Nguyen's Kitchen, 5840 Firestone Blvd #120, South Gate, CA 90280",33.9487454,-118.1632641,47,4.2,11,Bell Gardens,South Gate,Asian restaurant,6,8
